PIWO,Grodzkie - Piwo niefiltrowane naturalnie mętne alk. 5.2% obj.,2.89,0.33,False,Auchan
PIWO,Browar Witnica - Lubusz piwo jasne pasteryzowane alk. 5% obj.,2.99,0.33,False,Auchan
PIWO,Browar Amber - Amber Chmielowy piwo jasne alk. 5% obj.,3.39,0.5,False,Auchan
PIWO,Budweiser Budwar - Dark Lager piwo ciemne pełne alk. 4.7% obj.,3.99,0.5,False,Auchan
PIWO,Sławosz - Reprezentacyjne piwo jasne pasteryzowane alk. 6% obj.,3.99,0.33,False,Auchan
PIWO,Trybunał - Trójsłodowy piwo jasne pełne pasteryzowane alk. 6% obj.,3.99,0.5,False,Auchan
PIWO,Budweiser Budwar - Original piwo jasne pełne pasteryzowane alk. 5% obj.,4.19,0.5,False,Auchan
PIWO,Trybunał - Export piwo jasne pełne pasteryzowane alk. 5% obj.,4.19,0.5,False,Auchan
PIWO,Corona - Extra piwo jasne pasteryzowane alk. 4.5% obj.,4.28,0.355,False,Auchan
PIWO,Obolon - Białe piwo jasne filtrowane pasteryzowane alk. 5% obj.,4.78,0.5,False,Auchan
PIWO,Browar Jagiełło - Chmielak piwo jasne pasteryzowane alk. 4.6% obj.,4.79,0.5,False,Auchan
PIWO,Browar Jagiełło - Premium Pils piwo jasne pasteryzowane alk. 5.1% obj.,4.79,0.5,False,Auchan
PIWO,Browar Jagiełło - Lager piwo jasne pasteryzowane alk. 4.8% obj.,4.89,0.5,False,Auchan
PIWO,Sławosz - IPA piwo górnej fermentacji niefiltrowane alk. 5.6% obj.,4.99,0.33,False,Auchan
PIWO,Pilsweizer - Grybów piwo pełne jasne pasteryzowane alk. 5.7% obj.,5.19,0.5,False,Auchan
PIWO,Browar Konstancin - Warszawiak piwo jasne pełne alk. 5.6% obj.,5.39,0.5,False,Auchan
PIWO,Pilsweizer - Piwo Lach lager mocne jasne alk. 3.8% obj.,5.39,0.5,False,Auchan
PIWO,Browar Staropolski - Dworskie piwo jasne pasteryzowane alk. 5.7% obj.,5.79,0.5,False,Auchan
PIWO,Pilsweizer - Svejkove piwo mocne jasne pasteryzowane alk. 6.8% obj.,5.99,0.5,False,Auchan
PIWO,Pomorskie - Piwo typu lager alk. 4.2% obj.,6.19,0.5,False,Auchan
PIWO,Staropolskie - Piwo jasne filtrowane pasteryzowane alk. 4.5% obj.,6.19,0.5,False,Auchan
PIWO,Pinta - Piwo Pale Ale w wersji amerykańskiej jasne alk. 4.5% obj.,7.48,0.5,False,Auchan
PIWO,Browar Witnica - Piwo Lubuskie IPA alk. 5% obj.,8.19,0.5,False,Auchan
PIWO,Heineken - Lager piwo jasne alk. 5% obj.,9.54,1.5,False,Auchan
PIWO,Triochgornoje - ALE piwo jasne pasteryzowane alk. 4.9% obj.,11.99,1.0,False,Auchan
PIWO,Fischer - Tradition piwo jasne pełne pasteryzowane alk. 5% obj.,14.19,0.65,False,Auchan
PIWO,Kozel - Zestaw piwo Lezak i Cerny  + kufel,34.99,2.0,False,Auchan
PIWO,Browar Amber - Zestaw Browarów z kolekcjonerskim pokalem,38.19,2.0,False,Auchan
PIWO,Browar Rzemieślniczy Jan Olbracht - Kolekcja piw browaru rzemieślniczego Jan Olbracht,41.49,2.0,False,Auchan
PIWO,Namysłów - Piwo jasne pasteryzowane alk. 6% obj. ,2.78,0.5,False,Auchan
PIWO,Kasztelan - Piwo jasne pełne niepasteryzowane alk. 5% obj.,2.98,0.5,False,Auchan
PIWO,Grodzkie - Piwo niefiltrowane naturalnie mętne alk. 5.2% obj.,2.99,0.5,False,Auchan
PIWO,Żubr - Piwo jasne  pasteryzowane alk. 6.% obj.,3.09,0.5,False,Auchan
PIWO,Żywiec - Warka piwo jasne pasteryzowane alk. 5.5% obj.,3.09,0.5,False,Auchan
PIWO,Królewskie - Piwo jasne pasteryzowane alk. 5.6% obj.,3.19,0.5,False,Auchan
PIWO,Okocim - Okocim piwo mocne dubeltowe alk. 7% obj.,3.29,0.5,False,Auchan
PIWO,Zlaty Pilsner - Piwo jasne pasteryzowane alk. 4.4% obj.,3.38,0.5,False,Auchan
PIWO,Lech - Piwo jasne pasteryzowane alk. 5% obj.,3.49,0.5,False,Auchan
PIWO,Warka - Piwo jasne pasteryzowane alk. 6.5% obj.,3.49,0.5,False,Auchan
PIWO,Lech - Piwo jasne bezalkoholowe alk. 0.0% obj.,3.58,0.5,False,Auchan
PIWO,Pilsner Urquell - Piwo jasne pasteryzowane alk. 4.4% obj.,6.19,0.5,False,Auchan
PIWO,Faxe - Premium piwo jasne pasteryzowane alk. 5% obj.,10.39,1.0,False,Auchan
PIWO,Warka - Classic Premium piwo jasne alk. 5.2% obj. ,11.47,2.0,False,Auchan
PIWO,Kompania Piwowarska SA. - Żubr piwo jasne pasteryzowane alk. 6% obj. ,12.36,2.0,False,Auchan
PIWO,Okocim - Premium Pils piwo jasne pełne alk. 5% obj. ,12.76,2.0,False,Auchan
PIWO,Lech - Premium piwo jasne pasteryzowane alk. 5% obj. ,13.54,2.0,False,Auchan
PIWO,Perła - Chmielowa Pils piwo jasne pełne pasteryzowane alk. 6% obj. ,2.68,0.5,False,Auchan
PIWO,Perła - Export piwo jasne pełne pasteryzowane alk. 5.6% obj. ,2.68,0.5,False,Auchan
PIWO,Namysłów - Pils piwo jasne pasteryzowane alk. 6% obj. ,2.88,0.5,False,Auchan
PIWO,Pilsweizer - Premium piwo lekkie jasne pasteryzowane alk. 4.7% obj.,4.99,0.5,False,Auchan
PIWO,Pilsweizer - Exclusive piwo pełne jasne pasteryzowane alk. 5.7% obj.,5.19,0.5,False,Auchan
PIWO,Browar Kormoran - APA piwo górnej fermentacji niefiltrowane alk. 1% obj.,5.29,0.5,False,Auchan
PIWO,Browar Kormoran - Pilsner piwo jasne bezglutenowe alk. 4.9% obj.,5.49,0.5,False,Auchan
PIWO,Grimbergen - Blonde piwo jasne pasteryzowane alk. 5.5% obj.,5.49,0.33,False,Auchan
PIWO,Browar Czarny Kot - Pan tu nie stał piwo jasne pasteryzowane alk. 6% obj. ,6.69,0.5,False,Auchan
